"Gender" "Length" "Diameter" "Height" "Weight" "Shucked" "Viscera" "Shell"
"3558" "M" 0.54 0.41 0.135 0.7025 0.31 0.177 0.2
"567" "M" 0.485 0.355 0.13 0.581 0.245 0.132 0.168
"2139" "F" 0.57 0.465 0.18 0.9995 0.405 0.277 0.295
"1287" "M" 0.5 0.395 0.14 0.6215 0.2925 0.1205 0.195
"1096" "M" 0.475 0.35 0.11 0.4565 0.206 0.099 0.13
"2135" "F" 0.44 0.33 0.115 0.4005 0.143 0.113 0.12
"1615" "M" 0.55 0.415 0.145 0.7815 0.373 0.16 0.2215
"3814" "M" 0.35 0.26 0.095 0.221 0.0985 0.043 0.07
"360" "F" 0.685 0.545 0.18 1.768 0.7495 0.392 0.485
"2195" "M" 0.43 0.325 0.11 0.3675 0.1355 0.0935 0.12
"486" "F" 0.585 0.465 0.14 0.908 0.381 0.1615 0.315
"1494" "M" 0.615 0.475 0.13 0.8425 0.353 0.1915 0.251
"942" "M" 0.465 0.365 0.115 0.467 0.2315 0.0925 0.113
"1302" "M" 0.535 0.4 0.135 0.6025 0.2895 0.121 0.154
"2605" "F" 0.62 0.485 0.175 1.2155 0.545 0.253 0.345
"2999" "F" 0.635 0.51 0.17 1.2235 0.532 0.271 0.354
"1077" "M" 0.42 0.3 0.105 0.316 0.1255 0.07 0.1035
"1639" "M" 0.575 0.445 0.17 0.8015 0.3475 0.1465 0.25
"1391" "F" 0.635 0.5 0.165 1.4595 0.705 0.2645 0.39
"3541" "M" 0.445 0.355 0.095 0.3615 0.1415 0.0785 0.12
"215" "F" 0.485 0.395 0.16 0.66 0.2475 0.128 0.235
"2669" "F" 0.585 0.435 0.14 0.6955 0.3085 0.129 0.2245
"1693" "F" 0.625 0.485 0.175 1.362 0.6765 0.2615 0.3705
"2935" "F" 0.62 0.475 0.15 0.9545 0.455 0.1865 0.277
"302" "F" 0.54 0.435 0.175 0.892 0.322 0.174 0.335
"3870" "F" 0.49 0.385 0.16 0.656 0.2455 0.171 0.205
"1933" "F" 0.62 0.495 0.17 1.062 0.372 0.213 0.34
"4099" "F" 0.65 0.495 0.16 1.3105 0.577 0.3315 0.355
"4056" "F" 0.645 0.5 0.15 1.159 0.4675 0.3355 0.31
"528" "F" 0.57 0.445 0.155 0.733 0.282 0.159 0.235
"3045" "M" 0.575 0.445 0.16 0.9175 0.45 0.1935 0.24
"1150" "F" 0.58 0.45 0.155 0.93 0.385 0.246 0.265
"3508" "F" 0.64 0.5 0.165 1.1635 0.554 0.239 0.32
"2032" "F" 0.6 0.45 0.14 0.837 0.37 0.177 0.2425
"2481" "F" 0.52 0.425 0.145 0.7 0.207 0.1905 0.24
"3976" "M" 0.44 0.33 0.135 0.4095 0.163 0.1005 0.119
"326" "M" 0.355 0.275 0.09 0.251 0.097 0.053 0.08
"1569" "M" 0.47 0.355 0.125 0.499 0.21 0.0985 0.155
"3790" "F" 0.645 0.51 0.155 1.129 0.5015 0.24 0.342
"4025" "M" 0.33 0.245 0.065 0.1445 0.058 0.032 0.0505
"982" "F" 0.55 0.43 0.14 0.8105 0.368 0.161 0.275
"2631" "M" 0.355 0.285 0.095 0.2275 0.0955 0.0475 0.0715
"2366" "F" 0.63 0.505 0.165 1.065 0.4595 0.216 0.315
"3356" "M" 0.435 0.34 0.11 0.407 0.1685 0.073 0.13
"2285" "M" 0.405 0.315 0.105 0.347 0.1605 0.0785 0.1
"3832" "F" 0.545 0.42 0.175 0.754 0.256 0.1775 0.275
"2896" "M" 0.54 0.415 0.11 0.619 0.2755 0.15 0.1765
"536" "M" 0.465 0.38 0.13 0.454 0.1895 0.08 0.155
"1442" "M" 0.405 0.3 0.105 0.304 0.1455 0.061 0.0805
"575" "M" 0.61 0.475 0.15 0.9665 0.4145 0.2 0.345
"2578" "M" 0.505 0.385 0.12 0.6005 0.239 0.142 0.185
"505" "F" 0.625 0.485 0.19 1.1745 0.4385 0.2305 0.42
"1454" "M" 0.47 0.35 0.125 0.4315 0.19 0.1165 0.1175
"2596" "F" 0.595 0.465 0.15 1.0255 0.412 0.2745 0.289
"1536" "M" 0.305 0.225 0.09 0.1465 0.063 0.034 0.0415
"3171" "F" 0.57 0.465 0.155 0.872 0.3245 0.239 0.285
"208" "M" 0.435 0.34 0.11 0.3795 0.1495 0.085 0.12
"2652" "M" 0.51 0.385 0.15 0.625 0.3095 0.119 0.1725
"347" "F" 0.525 0.42 0.16 0.756 0.2745 0.173 0.275
"2267" "F" 0.635 0.51 0.175 1.2125 0.5735 0.261 0.36
"2961" "F" 0.66 0.525 0.18 1.5965 0.7765 0.397 0.3605
"499" "F" 0.615 0.525 0.155 1.0385 0.427 0.2315 0.345
"2912" "F" 0.58 0.44 0.125 0.7855 0.363 0.1955 0.195
"1231" "M" 0.365 0.27 0.085 0.196 0.0825 0.0375 0.06
"2828" "M" 0.5 0.375 0.12 0.529 0.2235 0.123 0.16
"3451" "F" 0.525 0.44 0.125 0.7115 0.3205 0.159 0.1915
"3869" "F" 0.44 0.34 0.135 0.3975 0.1505 0.0945 0.135
"828" "M" 0.4 0.31 0.1 0.306 0.13 0.06 0.094
"136" "F" 0.425 0.33 0.115 0.406 0.1635 0.081 0.1355
"4128" "M" 0.55 0.445 0.11 0.7935 0.378 0.142 0.26
"2892" "M" 0.53 0.38 0.125 0.616 0.292 0.113 0.185
"3912" "M" 0.355 0.27 0.1 0.216 0.083 0.037 0.075
"24" "F" 0.55 0.415 0.135 0.7635 0.318 0.21 0.2
"3614" "F" 0.61 0.49 0.17 1.3475 0.7045 0.25 0.3045
"3121" "F" 0.525 0.4 0.13 0.6995 0.3115 0.131 0.223
"2567" "F" 0.455 0.35 0.12 0.4555 0.1945 0.1045 0.1375
"450" "F" 0.565 0.455 0.15 0.8205 0.365 0.159 0.26
"1857" "M" 0.505 0.405 0.13 0.599 0.2245 0.1175 0.225
"3447" "M" 0.5 0.385 0.11 0.596 0.3015 0.104 0.151
"3084" "M" 0.225 0.17 0.05 0.0515 0.019 0.012 0.017
"1114" "M" 0.525 0.4 0.13 0.6455 0.325 0.1245 0.17
"3509" "F" 0.64 0.475 0.175 1.1545 0.4865 0.341 0.288
"3278" "F" 0.465 0.39 0.14 0.5555 0.213 0.1075 0.215
"4126" "M" 0.54 0.415 0.135 0.709 0.3195 0.174 0.185
"1300" "M" 0.53 0.415 0.11 0.5745 0.2525 0.1235 0.189
"2263" "F" 0.58 0.455 0.16 0.9215 0.312 0.196 0.3
"3957" "F" 0.515 0.395 0.14 0.686 0.281 0.1255 0.22
"1956" "F" 0.645 0.51 0.18 1.6195 0.7815 0.322 0.4675
"3625" "F" 0.665 0.5 0.175 1.4355 0.643 0.345 0.37
"174" "F" 0.52 0.405 0.115 0.776 0.32 0.1845 0.22
"3185" "F" 0.67 0.545 0.175 1.707 0.6995 0.387 0.575
"3308" "F" 0.45 0.325 0.135 0.438 0.1805 0.1165 0.11
"1745" "F" 0.685 0.565 0.175 1.638 0.7775 0.375 0.438
"1670" "F" 0.61 0.465 0.16 1.0725 0.4835 0.2515 0.28
"3887" "F" 0.46 0.375 0.12 0.4915 0.2205 0.088 0.17
"550" "M" 0.555 0.425 0.18 0.875 0.3695 0.2005 0.255
"1760" "F" 0.74 0.565 0.205 2.119 0.9655 0.5185 0.482
"2852" "F" 0.635 0.51 0.185 1.286 0.526 0.295 0.4105
"2187" "F" 0.52 0.4 0.125 0.6865 0.295 0.1715 0.185
"3631" "M" 0.285 0.225 0.07 0.1005 0.0425 0.0185 0.035
"3164" "F" 0.55 0.44 0.125 0.765 0.33 0.2125 0.245
"3764" "M" 0.53 0.41 0.15 0.612 0.2435 0.1525 0.1895
"204" "F" 0.53 0.435 0.17 0.8155 0.2985 0.155 0.275
"2889" "M" 0.51 0.4 0.125 0.5935 0.239 0.13 0.204
"1819" "F" 0.695 0.55 0.185 1.679 0.805 0.4015 0.3965
"3205" "F" 0.665 0.53 0.185 1.3955 0.456 0.3205 0.49
"1640" "M" 0.575 0.45 0.135 0.807 0.3615 0.176 0.254
"1997" "M" 0.325 0.25 0.07 0.1745 0.0875 0.0355 0.04
"3703" "F" 0.665 0.54 0.195 1.764 0.8505 0.3615 0.47
"3187" "F" 0.47 0.36 0.11 0.4965 0.237 0.127 0.13
"1102" "M" 0.5 0.38 0.125 0.519 0.2485 0.1135 0.134
"608" "M" 0.485 0.37 0.13 0.458 0.181 0.113 0.136
"3517" "F" 0.7 0.575 0.2 1.7365 0.7755 0.3965 0.461
"2123" "F" 0.435 0.35 0.12 0.4585 0.192 0.1 0.13
"1553" "M" 0.39 0.285 0.1 0.281 0.1275 0.062 0.077
"1818" "F" 0.685 0.535 0.175 1.5845 0.7175 0.3775 0.4215
"902" "M" 0.3 0.23 0.095 0.1385 0.056 0.0365 0.037
"4144" "F" 0.655 0.5 0.22 1.359 0.642 0.3255 0.405
"122" "M" 0.385 0.295 0.085 0.2535 0.103 0.0575 0.085
"572" "M" 0.45 0.345 0.135 0.443 0.1975 0.0875 0.1175
"101" "M" 0.36 0.265 0.095 0.2315 0.105 0.046 0.075
"203" "F" 0.5 0.4 0.145 0.63 0.234 0.1465 0.23
"549" "F" 0.565 0.45 0.16 0.795 0.3605 0.1555 0.23
"3134" "F" 0.485 0.39 0.1 0.5565 0.2215 0.1155 0.185
"1288" "M" 0.505 0.405 0.13 0.6015 0.3015 0.11 0.18
"927" "M" 0.43 0.325 0.09 0.425 0.217 0.087 0.095
"3235" "F" 0.59 0.485 0.205 1.2315 0.4525 0.238 0.42
"2444" "F" 0.445 0.335 0.14 0.4565 0.1785 0.114 0.14
"1757" "F" 0.725 0.565 0.21 2.1425 1.03 0.487 0.503
"1955" "F" 0.64 0.485 0.185 1.4195 0.6735 0.3465 0.3255
"1208" "F" 0.755 0.625 0.21 2.505 1.1965 0.513 0.6785
"4164" "M" 0.39 0.31 0.085 0.344 0.181 0.0695 0.079
"3830" "F" 0.71 0.555 0.17 1.47 0.5375 0.38 0.431
"1030" "F" 0.645 0.5 0.16 1.2465 0.5475 0.327 0.3
"2743" "M" 0.46 0.345 0.105 0.415 0.187 0.087 0.11
"1543" "M" 0.36 0.265 0.075 0.1845 0.083 0.0365 0.055
"1098" "M" 0.48 0.38 0.125 0.6245 0.3395 0.1085 0.1665
"2805" "F" 0.66 0.505 0.19 1.4045 0.6255 0.3375 0.3745
"1440" "M" 0.405 0.31 0.095 0.3425 0.1785 0.064 0.0855
"3442" "F" 0.465 0.355 0.115 0.4705 0.1955 0.118 0.126
"3789" "F" 0.63 0.475 0.15 1.072 0.433 0.2975 0.315
"825" "M" 0.385 0.3 0.1 0.2895 0.1215 0.063 0.09
"109" "F" 0.51 0.39 0.135 0.6335 0.231 0.179 0.2
"3670" "M" 0.585 0.46 0.14 0.7635 0.326 0.153 0.265
"2168" "F" 0.37 0.275 0.085 0.2405 0.104 0.0535 0.07
"262" "F" 0.57 0.44 0.125 0.865 0.3675 0.1725 0.27
"652" "M" 0.335 0.245 0.09 0.1665 0.0595 0.04 0.06
"2057" "F" 0.475 0.38 0.14 0.689 0.3165 0.1315 0.1955
"535" "M" 0.47 0.37 0.14 0.4985 0.2095 0.1225 0.145
"866" "F" 0.605 0.475 0.175 1.382 0.609 0.2325 0.3985
"3932" "M" 0.55 0.44 0.165 0.8605 0.312 0.169 0.3
"1106" "F" 0.51 0.4 0.125 0.545 0.261 0.115 0.1385
"1140" "F" 0.575 0.47 0.165 0.869 0.435 0.197 0.238
"2324" "M" 0.395 0.325 0.105 0.306 0.111 0.0735 0.095
"1282" "M" 0.5 0.38 0.135 0.594 0.2945 0.104 0.1565
"38" "F" 0.45 0.355 0.105 0.5225 0.237 0.1165 0.145
"3099" "F" 0.55 0.43 0.15 0.655 0.2635 0.122 0.221
"3849" "F" 0.675 0.535 0.22 1.604 0.6175 0.4255 0.453
"540" "F" 0.375 0.29 0.115 0.2705 0.093 0.066 0.0885
"3357" "M" 0.39 0.3 0.1 0.3085 0.1385 0.0735 0.085
"2341" "F" 0.59 0.47 0.17 0.9 0.355 0.1905 0.25
"2488" "F" 0.63 0.51 0.185 1.235 0.5115 0.349 0.3065
"1036" "F" 0.655 0.51 0.175 1.6525 0.8515 0.3365 0.403
"3605" "M" 0.455 0.37 0.11 0.514 0.2385 0.1235 0.126
"1833" "M" 0.39 0.31 0.105 0.2665 0.1185 0.0525 0.081
"3679" "F" 0.605 0.49 0.15 1.1345 0.4305 0.2525 0.35
"513" "F" 0.49 0.38 0.145 0.6725 0.249 0.181 0.21
"1861" "M" 0.515 0.42 0.15 0.6725 0.2555 0.1335 0.235
"3498" "F" 0.585 0.45 0.145 0.9835 0.4845 0.242 0.22
"3639" "M" 0.44 0.34 0.105 0.344 0.123 0.081 0.125
"1064" "M" 0.285 0.22 0.065 0.096 0.0405 0.0205 0.03
"1213" "M" 0.25 0.185 0.065 0.0685 0.0295 0.014 0.0225
"1270" "M" 0.47 0.365 0.1 0.411 0.175 0.0855 0.135
"4074" "M" 0.515 0.395 0.125 0.5805 0.2365 0.1075 0.19
"1072" "M" 0.385 0.29 0.08 0.2485 0.122 0.0495 0.065
"3255" "F" 0.435 0.35 0.105 0.4195 0.194 0.1005 0.13
"4116" "F" 0.605 0.465 0.155 1.1 0.547 0.2665 0.2585
"2350" "F" 0.45 0.36 0.105 0.4715 0.2035 0.0935 0.149
"2520" "M" 0.505 0.39 0.185 0.6125 0.267 0.142 0.172
"1853" "M" 0.495 0.38 0.135 0.5095 0.2065 0.1165 0.165
"2744" "M" 0.475 0.355 0.115 0.5195 0.279 0.088 0.1325
"4069" "M" 0.41 0.305 0.1 0.2645 0.1 0.0655 0.085
"60" "F" 0.505 0.4 0.125 0.583 0.246 0.13 0.175
"188" "F" 0.63 0.5 0.185 1.383 0.54 0.3315 0.38
"3207" "M" 0.295 0.215 0.075 0.116 0.037 0.0295 0.04
"3080" "F" 0.7 0.555 0.22 1.666 0.647 0.4285 0.455
"1593" "M" 0.525 0.39 0.12 0.664 0.3115 0.147 0.178
"8" "F" 0.545 0.425 0.125 0.768 0.294 0.1495 0.26
"1224" "M" 0.34 0.25 0.09 0.179 0.0775 0.033 0.055
"2250" "F" 0.585 0.455 0.165 0.998 0.345 0.2495 0.315
"3532" "M" 0.365 0.275 0.09 0.2345 0.108 0.051 0.0625
"1803" "F" 0.61 0.475 0.15 1.1135 0.5195 0.2575 0.3005
"2644" "M" 0.485 0.375 0.13 0.5535 0.266 0.112 0.157
"1844" "M" 0.435 0.33 0.105 0.335 0.156 0.0555 0.105
"1380" "F" 0.62 0.475 0.16 1.1295 0.463 0.2685 0.33
"221" "F" 0.445 0.325 0.125 0.455 0.1785 0.1125 0.14
"1474" "F" 0.55 0.43 0.14 0.84 0.375 0.218 0.1945
"1771" "M" 0.455 0.335 0.105 0.422 0.229 0.0865 0.1
"3267" "F" 0.495 0.385 0.135 0.6625 0.3005 0.1635 0.185
"3430" "M" 0.28 0.21 0.065 0.111 0.0425 0.0285 0.03
"3580" "F" 0.6 0.485 0.145 0.776 0.3545 0.1585 0.239
"738" "F" 0.52 0.405 0.125 0.6435 0.2415 0.1735 0.21
"1015" "F" 0.625 0.5 0.165 1.288 0.573 0.3035 0.315
"3647" "M" 0.475 0.35 0.125 0.4225 0.1905 0.079 0.1355
"3659" "M" 0.535 0.45 0.155 0.8075 0.3655 0.148 0.2595
"3060" "F" 0.625 0.515 0.155 1.1635 0.4875 0.259 0.355
"1238" "M" 0.375 0.275 0.095 0.2465 0.11 0.0415 0.0775
"1201" "F" 0.72 0.55 0.2 1.9965 0.9035 0.469 0.5215
"4114" "M" 0.56 0.42 0.14 0.837 0.414 0.214 0.2
"2306" "F" 0.55 0.415 0.135 0.775 0.302 0.179 0.26
"3005" "F" 0.67 0.515 0.17 1.4265 0.6605 0.3395 0.37
"889" "F" 0.68 0.56 0.195 1.7775 0.861 0.322 0.415
"3550" "M" 0.5 0.365 0.125 0.528 0.229 0.103 0.1645
"108" "F" 0.5 0.4 0.125 0.6675 0.261 0.1315 0.22
"3325" "M" 0.375 0.28 0.1 0.2565 0.1165 0.0585 0.0725
"2666" "F" 0.575 0.48 0.15 0.897 0.4235 0.1905 0.248
"1825" "M" 0.185 0.135 0.04 0.027 0.0105 0.0055 0.009
"75" "F" 0.605 0.45 0.195 1.098 0.481 0.2895 0.315
"2166" "F" 0.61 0.45 0.16 1.136 0.414 0.311 0.3
"1158" "F" 0.605 0.47 0.165 1.1775 0.611 0.2275 0.292
"1460" "M" 0.485 0.38 0.12 0.4725 0.2075 0.1075 0.147
"3181" "F" 0.37 0.295 0.1 0.2685 0.1165 0.056 0.0835
"2916" "M" 0.59 0.475 0.145 0.9745 0.4675 0.207 0.259
"236" "M" 0.295 0.225 0.08 0.124 0.0485 0.032 0.04
"4029" "M" 0.42 0.31 0.1 0.2805 0.1125 0.0615 0.0925
"2405" "M" 0.555 0.455 0.17 0.8435 0.309 0.1905 0.3
"2617" "F" 0.65 0.5 0.185 1.4415 0.741 0.2955 0.341
"2594" "F" 0.595 0.47 0.155 1.1775 0.542 0.269 0.31
"445" "F" 0.41 0.325 0.105 0.3635 0.159 0.077 0.12
"282" "M" 0.36 0.285 0.105 0.2415 0.0915 0.057 0.075
"965" "M" 0.505 0.355 0.125 0.601 0.25 0.1205 0.185
"2565" "M" 0.45 0.35 0.125 0.4775 0.2235 0.089 0.118
"2167" "M" 0.38 0.28 0.085 0.2735 0.115 0.061 0.085
"1961" "F" 0.65 0.51 0.185 1.375 0.531 0.384 0.3985
"3165" "F" 0.64 0.475 0.19 1.151 0.4365 0.281 0.3805
"576" "F" 0.61 0.475 0.14 1.133 0.5275 0.2355 0.35
"1111" "M" 0.52 0.38 0.135 0.5395 0.2295 0.133 0.157
"1073" "M" 0.4 0.32 0.095 0.348 0.194 0.053 0.087
"1276" "M" 0.48 0.37 0.125 0.5435 0.244 0.101 0.165
"2875" "M" 0.425 0.34 0.1 0.371 0.15 0.0865 0.115
"4124" "M" 0.49 0.375 0.115 0.557 0.2275 0.1335 0.1765
"4003" "M" 0.485 0.375 0.125 0.562 0.2505 0.1345 0.1525
"1578" "M" 0.49 0.4 0.135 0.624 0.3035 0.1285 0.169
"3046" "F" 0.58 0.435 0.155 0.8785 0.425 0.1685 0.2425
"80" "F" 0.615 0.475 0.17 1.1025 0.4695 0.2355 0.345
"586" "M" 0.495 0.39 0.125 0.6655 0.284 0.162 0.2
"928" "M" 0.435 0.325 0.12 0.3995 0.1815 0.061 0.1125
"606" "M" 0.425 0.345 0.125 0.425 0.16 0.0795 0.154
"3113" "M" 0.415 0.32 0.115 0.3045 0.1215 0.0735 0.094
"394" "M" 0.365 0.295 0.095 0.25 0.1075 0.0545 0.08
"3251" "F" 0.435 0.35 0.125 0.459 0.197 0.1145 0.145
"3029" "M" 0.515 0.385 0.125 0.572 0.237 0.1435 0.165
"4075" "M" 0.52 0.4 0.14 0.622 0.278 0.1455 0.169
"2586" "F" 0.55 0.425 0.125 0.964 0.5475 0.159 0.215
"2394" "M" 0.3 0.22 0.09 0.1425 0.057 0.0335 0.043
"1405" "F" 0.655 0.525 0.19 1.3595 0.564 0.3215 0.3985
"580" "F" 0.63 0.48 0.175 1.3675 0.5015 0.3035 0.515
"2552" "M" 0.295 0.22 0.07 0.126 0.0515 0.0275 0.035
"1838" "M" 0.415 0.31 0.1 0.2805 0.114 0.0565 0.0975
"2451" "F" 0.42 0.33 0.125 0.463 0.186 0.11 0.145
"1296" "M" 0.525 0.4 0.125 0.6965 0.369 0.1385 0.164
"390" "M" 0.465 0.375 0.12 0.471 0.222 0.119 0.14
"374" "F" 0.7 0.575 0.17 1.31 0.5095 0.314 0.42
"184" "F" 0.62 0.475 0.175 1.0165 0.4355 0.214 0.325
"1737" "F" 0.67 0.52 0.19 1.32 0.5235 0.3095 0.4275
"2874" "M" 0.41 0.305 0.095 0.2625 0.1 0.0515 0.09
"1629" "M" 0.57 0.435 0.17 0.848 0.4 0.166 0.25
"1746" "F" 0.69 0.55 0.2 1.569 0.687 0.3675 0.46
"545" "F" 0.38 0.29 0.105 0.257 0.099 0.051 0.085
"1814" "F" 0.655 0.52 0.2 1.5475 0.713 0.314 0.466
"1845" "M" 0.435 0.345 0.12 0.3215 0.13 0.056 0.1185
"1990" "M" 0.28 0.21 0.075 0.1195 0.053 0.0265 0.03
"1291" "M" 0.515 0.38 0.12 0.625 0.3265 0.1295 0.16
"1702" "F" 0.635 0.49 0.175 1.2435 0.5805 0.313 0.305
"2849" "F" 0.625 0.485 0.16 1.254 0.591 0.259 0.3485
"1869" "M" 0.525 0.405 0.145 0.6965 0.3045 0.1535 0.21
"976" "F" 0.53 0.425 0.15 0.8495 0.328 0.232 0.202
"4064" "F" 0.63 0.515 0.16 1.336 0.553 0.3205 0.35
"1315" "M" 0.55 0.435 0.14 0.7535 0.3285 0.1555 0.2325
"1412" "F" 0.67 0.53 0.225 1.5615 0.63 0.487 0.3725
"1837" "M" 0.415 0.31 0.09 0.2815 0.1245 0.0615 0.085
"3810" "F" 0.52 0.375 0.135 0.5375 0.221 0.117 0.17
"395" "M" 0.345 0.275 0.095 0.1995 0.0755 0.0535 0.07
"298" "M" 0.28 0.21 0.085 0.1065 0.039 0.0295 0.03
"3971" "M" 0.385 0.285 0.09 0.248 0.0935 0.066 0.07
"2930" "M" 0.61 0.49 0.16 1.1545 0.5865 0.2385 0.2915
"880" "F" 0.64 0.51 0.165 1.486 0.7595 0.332 0.321
"3076" "F" 0.68 0.52 0.185 1.494 0.615 0.3935 0.406
"2899" "M" 0.55 0.435 0.165 0.804 0.34 0.194 0.244
"1183" "F" 0.66 0.53 0.185 1.346 0.546 0.2705 0.476
"914" "M" 0.37 0.29 0.095 0.249 0.1045 0.058 0.067
"1566" "M" 0.46 0.355 0.11 0.4255 0.2015 0.081 0.13
"2886" "M" 0.505 0.4 0.125 0.5605 0.2255 0.1435 0.17
"2630" "M" 0.33 0.24 0.075 0.163 0.0745 0.033 0.048
"2825" "M" 0.46 0.365 0.115 0.511 0.2365 0.118 0.123
"2771" "F" 0.57 0.445 0.155 1.017 0.5265 0.2025 0.265
"2653" "M" 0.515 0.4 0.125 0.5925 0.265 0.1175 0.168
"1594" "M" 0.525 0.38 0.135 0.615 0.261 0.159 0.175
"2561" "M" 0.44 0.335 0.11 0.3885 0.175 0.0835 0.111
"1610" "M" 0.545 0.375 0.12 0.543 0.2375 0.1155 0.1725
"2060" "M" 0.49 0.37 0.11 0.538 0.271 0.1035 0.139
"2530" "F" 0.6 0.5 0.155 1.332 0.6235 0.2835 0.35
"2108" "F" 0.675 0.55 0.18 1.6885 0.562 0.3705 0.6
"3584" "F" 0.625 0.5 0.175 1.273 0.564 0.302 0.374
"3743" "F" 0.695 0.525 0.205 1.8185 0.819 0.4025 0.4525
"1972" "F" 0.675 0.51 0.185 1.473 0.6295 0.3025 0.4245
"362" "F" 0.59 0.465 0.15 0.997 0.392 0.246 0.34
"4167" "M" 0.475 0.365 0.115 0.499 0.232 0.0885 0.156
"1574" "M" 0.48 0.37 0.12 0.536 0.251 0.114 0.15
"1323" "F" 0.56 0.445 0.155 1.224 0.5565 0.3225 0.2695
"1343" "M" 0.585 0.475 0.16 1.0505 0.48 0.234 0.285
"2056" "M" 0.465 0.355 0.09 0.4325 0.2005 0.074 0.1275
"2325" "F" 0.665 0.535 0.19 1.496 0.5775 0.2815 0.475
"1856" "M" 0.5 0.38 0.11 0.5605 0.28 0.106 0.15
"1552" "M" 0.39 0.3 0.09 0.252 0.1065 0.053 0.08
"2342" "M" 0.31 0.24 0.09 0.1455 0.0605 0.0315 0.045
"2760" "F" 0.545 0.44 0.15 0.9475 0.366 0.239 0.275
"3898" "F" 0.615 0.5 0.165 1.1765 0.488 0.244 0.345
"3880" "F" 0.61 0.49 0.17 1.1775 0.5655 0.2385 0.295
"2541" "F" 0.675 0.55 0.175 1.689 0.694 0.371 0.474
"3629" "F" 0.735 0.565 0.225 2.037 0.87 0.5145 0.5675
"1576" "M" 0.485 0.375 0.13 0.6025 0.2935 0.1285 0.16
"1014" "F" 0.625 0.475 0.175 1.1435 0.4755 0.2475 0.349
"3056" "F" 0.61 0.495 0.16 1.089 0.469 0.198 0.384
"3148" "F" 0.645 0.5 0.18 1.2785 0.5345 0.2995 0.345
"1864" "M" 0.52 0.415 0.14 0.6375 0.308 0.1335 0.168
"4044" "F" 0.58 0.46 0.135 0.926 0.4025 0.208 0.275
"3963" "F" 0.72 0.575 0.195 2.1505 1.0745 0.382 0.585
"3073" "F" 0.66 0.53 0.18 1.5175 0.7765 0.302 0.401
"2103" "M" 0.41 0.31 0.11 0.315 0.124 0.082 0.095
"2737" "M" 0.43 0.34 0.11 0.3645 0.159 0.0855 0.105
"2062" "F" 0.5 0.38 0.14 0.6355 0.277 0.143 0.1785
"3178" "F" 0.505 0.41 0.135 0.657 0.291 0.133 0.195
"3071" "F" 0.655 0.49 0.16 1.204 0.5455 0.2615 0.3225
"34" "F" 0.68 0.55 0.175 1.798 0.815 0.3925 0.455
"27" "F" 0.58 0.45 0.185 0.9955 0.3945 0.272 0.285
"2818" "M" 0.33 0.225 0.075 0.187 0.0945 0.0395 0.0425
"1279" "M" 0.495 0.355 0.12 0.4965 0.214 0.1045 0.1495
"2304" "F" 0.58 0.455 0.12 0.94 0.399 0.257 0.265
"1537" "M" 0.335 0.255 0.08 0.168 0.079 0.0355 0.05
"2574" "M" 0.475 0.355 0.105 0.468 0.201 0.1115 0.12
"3859" "F" 0.565 0.45 0.165 0.9765 0.322 0.244 0.37
"3752" "M" 0.45 0.335 0.115 0.3935 0.195 0.071 0.11
"2665" "F" 0.57 0.43 0.16 0.811 0.3875 0.159 0.2285
"809" "F" 0.44 0.34 0.13 0.4195 0.153 0.1155 0.13
"372" "F" 0.66 0.565 0.195 1.7605 0.692 0.3265 0.5
"585" "F" 0.41 0.305 0.1 0.363 0.1735 0.065 0.11
"1080" "M" 0.425 0.325 0.115 0.3685 0.162 0.0865 0.1045
"3667" "M" 0.575 0.44 0.15 0.983 0.486 0.215 0.239
"3463" "F" 0.625 0.47 0.17 1.255 0.525 0.2415 0.405
"1582" "M" 0.5 0.39 0.12 0.5955 0.2455 0.147 0.173
"1886" "M" 0.555 0.45 0.175 0.738 0.304 0.1755 0.22
"462" "F" 0.585 0.465 0.17 0.9915 0.3865 0.224 0.265
"162" "F" 0.605 0.485 0.16 1.222 0.53 0.2575 0.28
"3784" "M" 0.62 0.48 0.18 1.1305 0.5285 0.2655 0.306
"1068" "M" 0.34 0.265 0.08 0.2015 0.09 0.0475 0.055
"3606" "M" 0.495 0.375 0.115 0.5755 0.31 0.1145 0.1395
"365" "F" 0.62 0.5 0.175 1.186 0.4985 0.3015 0.35
"1684" "F" 0.62 0.48 0.18 1.2215 0.582 0.2695 0.313
"3289" "F" 0.605 0.475 0.145 1.0185 0.4695 0.225 0.27
"3458" "F" 0.61 0.495 0.175 1.2635 0.53 0.315 0.3455
"3860" "F" 0.57 0.44 0.19 1.018 0.447 0.207 0.265
"1062" "M" 0.275 0.195 0.065 0.106 0.054 0.02 0.028
"3490" "F" 0.53 0.42 0.14 0.627 0.2905 0.1165 0.183
"3438" "M" 0.395 0.3 0.09 0.279 0.134 0.049 0.075
"3286" "F" 0.665 0.57 0.185 1.522 0.6965 0.3025 0.405
"1244" "M" 0.385 0.28 0.085 0.2175 0.097 0.038 0.067
"1630" "M" 0.57 0.43 0.145 0.833 0.354 0.144 0.2815
"2038" "M" 0.27 0.195 0.065 0.1065 0.0475 0.0225 0.0285
"2300" "M" 0.495 0.385 0.125 0.585 0.2755 0.1235 0.165
"3518" "F" 0.7 0.56 0.175 1.6605 0.8605 0.3275 0.398
